order_id,date,region,product,revenue,units,discount_rate
468,2025-01-16,LATAM,Pulse API,115.67,4,0.91
469,2025-05-21,APAC,Nova Add-on,334.68,11,0.3
470,2025-07-30,MEA,Nova Add-on,97.18,7,0.14
471,2025-04-13,MEA,Orbit Plan,100.67,7,0.78
472,2025-07-03,LATAM,Nova Add-on,108.21,10,0.5
473,2025-07-18,APAC,Orbit Plan,233.17,5,0.06
474,2025-08-30,MEA,Orbit Plan,85.64,4,0.97
475,2025-02-21,EU,Pulse API,167.98,1,0.76
476,2025-04-23,MEA,Legacy,114.86,6,0.94
477,2025-03-30,EU,Orbit Plan,137.26,10,0.03
478,2025-12-25,APAC,Legacy,395.57,10,0.95
479,2025-09-10,MEA,Orbit Plan,59.36,4,0.02
480,2025-09-02,NA,Orbit Plan,222.01,3,0.34
481,2025-04-01,APAC,Orbit Plan,345.19,2,0.85
482,2025-07-06,NA,Orbit Plan,316.27,7,0.59
483,2025-06-22,APAC,Orbit Plan,406.05,11,0.96
484,2025-11-29,APAC,Orbit Plan,237.68,12,0.89
485,2025-11-11,APAC,Orbit Plan,212.09,12,0.29
486,2025-04-01,NA,Legacy,194.65,7,0.85
487,2026-01-30,MEA,Orbit Plan,25.83,4,0.64
488,2025-02-23,LATAM,Orbit Plan,57.96,4,0.35
489,2025-06-13,EU,Pulse API,293.85,12,0.89
490,2025-08-17,NA,Orbit Plan,187.13,2,0.35
491,2025-02-25,NA,Orbit Plan,145.65,7,0.49
492,2025-07-13,APAC,Nova Add-on,295.93,8,0.79
493,2025-10-23,EU,Orbit Plan,288.98,6,0.26
494,2025-02-23,NA,Orbit Plan,286.51,3,0.73
495,2025-10-08,NA,Orbit Plan,382.17,7,0.94
496,2025-03-26,MEA,Legacy,65.21,2,0.33
497,2025-04-08,LATAM,Pulse API,99.11,5,0.3
498,2025-02-19,NA,Nova Add-on,97.32,8,0.15
499,2025-07-04,NA,Nova Add-on,188.67,4,0.1
500,2025-04-16,EU,Pulse API,269.18,8,0.84
501,2025-06-07,LATAM,Nova Add-on,133.86,7,0.18
502,2025-07-15,APAC,Orbit Plan,216.19,8,0.47
503,2025-04-26,APAC,Nova Add-on,341.79,11,0.34
504,2025-10-05,LATAM,Legacy,158.34,9,0.06
505,2025-07-18,MEA,Nova Add-on,22.02,4,0.48
506,2025-02-10,LATAM,Legacy,92.89,9,0.57
507,2025-09-22,MEA,Pulse API,60.97,3,0.95
508,2025-03-27,EU,Pulse API,158.13,7,0.08
509,2025-12-16,LATAM,Orbit Plan,119.59,6,0.91
510,2025-02-04,NA,Nova Add-on,180.89,6,0.86
511,2025-09-24,LATAM,Legacy,169.6,7,0.11
512,2025-03-18,EU,Nova Add-on,187.59,2,0.92
513,2025-10-16,NA,Pulse API,326.72,5,0.38
514,2025-09-06,MEA,Nova Add-on,32.67,5,0.4
515,2025-11-13,MEA,Pulse API,49.95,12,0.24
516,2026-01-17,LATAM,Legacy,132.38,1,0.34
517,2025-06-05,APAC,Orbit Plan,119.73,4,0.13
518,2026-01-16,LATAM,Pulse API,113.13,12,0.42
519,2025-11-27,NA,Orbit Plan,254.48,9,0.87
520,2025-01-29,MEA,Pulse API,114.33,12,0.51
521,2025-03-11,MEA,Legacy,85.77,1,0.25
522,2025-08-22,NA,Legacy,229.12,5,0.37
523,2025-08-26,MEA,Nova Add-on,102.8,8,0.59
524,2025-04-01,LATAM,Nova Add-on,82.95,3,0.84
525,2025-05-13,NA,Orbit Plan,185.26,4,0.86
526,2025-11-28,EU,Pulse API,204.57,7,0.51
527,2026-02-04,NA,Nova Add-on,252.0,4,0.25
528,2025-06-06,APAC,Nova Add-on,301.47,6,0.46
529,2025-04-22,LATAM,Orbit Plan,56.63,1,0.51
530,2025-12-06,APAC,Nova Add-on,243.55,5,0.3
531,2025-02-25,LATAM,Orbit Plan,164.93,5,0.66
532,2025-11-30,APAC,Orbit Plan,250.49,4,0.9
533,2025-11-04,LATAM,Pulse API,84.06,5,0.26
534,2025-08-03,LATAM,Nova Add-on,54.19,12,0.99
535,2025-04-08,APAC,Pulse API,279.45,11,0.36
536,2025-06-03,EU,Legacy,256.75,3,0.29
537,2025-08-30,EU,Pulse API,167.48,11,0.9
538,2025-12-02,NA,Orbit Plan,122.66,5,0.42
539,2025-06-19,APAC,Orbit Plan,211.46,11,0.58
540,2025-11-14,NA,Nova Add-on,364.59,2,0.87
541,2025-07-15,MEA,Orbit Plan,115.33,4,0.34
542,2025-10-19,LATAM,Orbit Plan,135.17,3,0.78
543,2025-09-07,APAC,Pulse API,15.864500000000001,4,0.76
544,2025-03-28,MEA,Pulse API,101.15,2,0.13
545,2025-08-11,LATAM,Nova Add-on,146.96,4,0.73
546,2025-01-08,APAC,Pulse API,240.66,1,0.68
547,2025-11-17,EU,Orbit Plan,219.01,9,0.59
548,2025-03-27,NA,Pulse API,173.49,5,0.46
549,2025-09-24,MEA,Nova Add-on,35.86,8,0.36
550,2025-04-07,EU,Legacy,218.86,7,0.02
551,2025-04-25,EU,Orbit Plan,253.97,12,0.65
552,2025-01-20,LATAM,Legacy,116.26,9,0.62
553,2025-11-01,NA,Pulse API,211.24,7,0.44
554,2025-03-05,MEA,Orbit Plan,65.98,4,0.7
555,2025-11-19,NA,Orbit Plan,160.2,10,0.7
556,2025-08-03,NA,Nova Add-on,123.55,5,0.11
557,2025-02-24,LATAM,Orbit Plan,119.34,4,0.36
558,2025-07-29,APAC,Orbit Plan,327.58,4,0.69
559,2025-09-04,APAC,Orbit Plan,299.17,10,0.67
560,2025-03-18,NA,Pulse API,222.66,12,0.1
561,2025-05-12,EU,Nova Add-on,228.84,3,0.87
562,2025-05-29,APAC,Pulse API,249.87,12,0.12
563,2026-01-24,NA,Orbit Plan,291.71,8,0.96
564,2025-05-18,NA,Orbit Plan,304.92,2,0.4
565,2025-08-22,APAC,Legacy,221.73,3,0.11
566,2025-12-23,NA,Legacy,138.36,2,0.42
567,2025-10-30,LATAM,Pulse API,99.41,6,0.61
568,2025-12-17,EU,Nova Add-on,144.12,7,0.44
569,2025-02-02,APAC,Pulse API,442.69,12,0.58
570,2025-10-17,EU,Legacy,189.84,6,0.52
571,2025-12-19,MEA,Orbit Plan,60.24,11,0.64
572,2025-03-18,MEA,Legacy,54.25,1,0.64
573,2025-03-22,MEA,Legacy,99.53,8,0.32
574,2025-06-19,APAC,Orbit Plan,112.73,11,0.38
575,2025-05-01,NA,Nova Add-on,246.58,8,0.32
576,2025-09-12,NA,Orbit Plan,140.36,9,0.55
577,2025-02-16,MEA,Legacy,36.57,11,0.67
578,2025-06-24,APAC,Pulse API,114.55,8,0.33
579,2026-01-28,MEA,Nova Add-on,65.16,2,0.76
580,2025-04-24,NA,Orbit Plan,148.43,5,0.55
581,2025-07-11,NA,Orbit Plan,241.76,12,0.41
582,2025-05-11,MEA,Orbit Plan,81.57,7,0.22
583,2026-02-05,EU,Pulse API,230.8,11,0.59
584,2026-01-31,LATAM,Nova Add-on,134.96,9,0.13
585,2025-09-13,NA,Nova Add-on,391.86,8,0.92
586,2026-02-04,EU,Pulse API,224.3,3,0.1
587,2025-12-03,MEA,Nova Add-on,47.93,10,0.92
588,2026-01-26,EU,Orbit Plan,297.06,5,0.45
589,2025-03-10,EU,Nova Add-on,147.67,12,0.55
590,2025-06-10,MEA,Pulse API,31.29,10,0.71
591,2025-12-18,APAC,Legacy,356.3,3,0.5
592,2025-12-22,APAC,Pulse API,366.07,9,0.48
593,2025-10-20,LATAM,Pulse API,147.38,7,0.81
594,2025-09-25,NA,Orbit Plan,161.15,11,0.06
595,2025-05-17,EU,Legacy,165.59,5,0.2
596,2025-10-05,NA,Orbit Plan,180.41,10,0.87
597,2026-01-14,MEA,Legacy,68.5,12,0.29
598,2025-12-07,NA,Legacy,121.27,11,0.31
599,2025-10-10,NA,Orbit Plan,219.1,8,0.83
600,2025-11-21,APAC,Pulse API,386.68,10,0.2
601,2026-01-07,EU,Orbit Plan,222.03,3,0.74
602,2025-03-03,LATAM,Orbit Plan,162.37,5,0.13
603,2025-10-27,APAC,Orbit Plan,50.49,6,0.6
604,2026-02-01,MEA,Legacy,82.11,10,0.55
605,2025-02-07,APAC,Nova Add-on,366.34,3,0.42
606,2025-10-02,LATAM,Orbit Plan,97.54,4,0.66
607,2025-06-19,APAC,Orbit Plan,380.19,9,0.82
608,2025-11-29,NA,Orbit Plan,187.17,4,0.9
609,2025-11-11,MEA,Orbit Plan,119.43,2,0.39
610,2025-10-04,APAC,Orbit Plan,306.99,6,0.51
611,2025-09-18,LATAM,Nova Add-on,93.92,2,0.95
612,2025-03-27,MEA,Nova Add-on,104.07,4,0.67
613,2026-02-01,EU,Legacy,153.77,12,0.88
614,2026-01-15,LATAM,Pulse API,118.27,12,0.69
615,2025-01-13,LATAM,Pulse API,124.59,5,0.56
616,2025-10-22,EU,Legacy,185.79,8,0.63
617,2025-08-10,APAC,Orbit Plan,207.82,10,0.06
618,2026-01-17,MEA,Orbit Plan,43.14,6,0.93
619,2025-02-24,APAC,Pulse API,247.73,8,0.38
620,2025-12-05,NA,Nova Add-on,251.06,3,0.75
621,2025-10-07,APAC,Legacy,344.51,12,0.65
622,2025-01-06,MEA,Legacy,98.98,1,0.01
623,2025-11-02,LATAM,Nova Add-on,141.02,12,0.34
624,2025-07-31,MEA,Orbit Plan,63.17,10,0.83
625,2025-04-10,NA,Orbit Plan,266.23,9,0.46
626,2025-10-09,NA,Orbit Plan,76.69,2,0.2
627,2025-10-25,LATAM,Legacy,74.19,5,0.62
628,2025-04-10,APAC,Nova Add-on,366.13,11,0.31
629,2025-10-27,EU,Nova Add-on,143.8,1,0.31
630,2025-04-24,LATAM,Orbit Plan,135.26,11,0.73
631,2025-09-03,LATAM,Nova Add-on,116.89,11,0.61
632,2025-05-24,EU,Legacy,108.09,12,0.89
633,2025-02-09,NA,Legacy,283.74,10,0.41
634,2025-10-30,EU,Legacy,107.83,9,0.89
635,2025-10-04,LATAM,Pulse API,132.86,10,0.73
636,2025-05-29,EU,Nova Add-on,230.57,7,0.36
637,2025-01-06,EU,Legacy,210.24,9,0.14
638,2025-03-23,EU,Nova Add-on,98.5,3,0.74
639,2025-09-05,APAC,Orbit Plan,264.76,4,0.04
640,2025-04-16,MEA,Legacy,52.26,8,0.92
641,2025-01-24,NA,Legacy,166.1,5,0.83
642,2025-05-15,MEA,Nova Add-on,104.15,11,0.38
643,2025-10-28,NA,Nova Add-on,100.28,6,0.82
644,2025-06-26,LATAM,Pulse API,168.87,1,0.5
645,2025-03-13,LATAM,Orbit Plan,158.93,3,0.16
646,2025-11-05,NA,Pulse API,271.49,6,0.72
647,2025-09-04,LATAM,Nova Add-on,63.22,4,0.04
648,2025-10-21,MEA,Orbit Plan,50.9,1,0.89
649,2025-03-17,NA,Orbit Plan,302.04,10,0.64
650,2026-01-04,APAC,Legacy,208.62,10,0.99
651,2025-09-04,EU,Orbit Plan,150.39,3,0.62
652,2025-09-19,APAC,Orbit Plan,286.85,8,0.6
653,2025-02-05,EU,Orbit Plan,187.76,9,0.68
654,2025-03-18,MEA,Orbit Plan,73.31,10,0.6
655,2025-09-30,MEA,Pulse API,99.97,9,0.83
656,2026-02-01,LATAM,Nova Add-on,141.23,1,0.7
657,2025-08-08,EU,Legacy,72.88,12,0.91
658,2025-12-23,MEA,Orbit Plan,74.7,8,0.77
659,2025-02-12,APAC,Nova Add-on,865.665,10,0.52
660,2025-09-24,NA,Orbit Plan,203.87,6,0.41
661,2025-02-24,EU,Nova Add-on,137.85,10,0.37
662,2025-05-22,LATAM,Pulse API,94.69,9,0.48
663,2025-07-09,MEA,Nova Add-on,69.5,12,0.4
664,2025-03-12,NA,Pulse API,285.88,12,0.95
665,2025-02-21,EU,Nova Add-on,205.44,11,0.71
666,2025-03-24,LATAM,Legacy,191.70000000000002,3,0.47
667,2025-11-04,LATAM,Orbit Plan,106.95,12,0.38
668,2025-07-25,MEA,Pulse API,93.51,10,0.06
669,2026-02-01,EU,Pulse API,140.78,9,0.29
670,2025-01-18,MEA,Nova Add-on,76.15,10,0.17
671,2025-01-19,APAC,Orbit Plan,313.27,7,0.35
672,2025-07-22,LATAM,Nova Add-on,110.04,12,0.7
673,2025-02-16,MEA,Orbit Plan,96.14,5,0.23
674,2025-04-10,LATAM,Legacy,35.03,5,0.18
675,2025-09-17,NA,Nova Add-on,149.82,9,0.96
676,2025-10-03,MEA,Orbit Plan,69.56,7,0.56
677,2026-01-30,EU,Pulse API,247.76,10,0.86
678,2025-09-04,NA,Orbit Plan,199.42,4,0.68
679,2025-04-28,APAC,Nova Add-on,191.99,5,0.25
680,2025-02-17,LATAM,Pulse API,148.03,2,0.55
681,2025-04-02,LATAM,Orbit Plan,119.87,12,0.68
682,2025-04-08,LATAM,Pulse API,159.3,4,0.87
683,2025-04-16,EU,Orbit Plan,180.17,2,0.12
684,2025-02-10,LATAM,Nova Add-on,163.46,9,0.96
685,2025-09-04,APAC,Pulse API,5,5,0.49
686,2026-01-27,MEA,Orbit Plan,73.43,10,0.13
687,2025-09-27,LATAM,Nova Add-on,65.99,11,0.78
688,2025-08-23,NA,Pulse API,196.95,12,0.01
689,2025-12-12,EU,Orbit Plan,228.12,3,0.55
690,2025-05-02,APAC,Nova Add-on,311.0,6,0.18
691,2025-08-06,EU,Nova Add-on,180.83,8,0.18
692,2025-03-09,MEA,Pulse API,46.65,12,0.27
693,2025-05-01,MEA,Nova Add-on,59.92,3,0.47
694,2025-01-05,EU,Nova Add-on,204.07,11,0.52
695,2026-01-04,APAC,Pulse API,223.84,7,0.1
696,2025-03-25,NA,Orbit Plan,314.11,11,0.1
697,2026-01-17,APAC,Orbit Plan,185.76,6,0.02
698,2025-03-04,APAC,Legacy,349.39,4,0.58
699,2025-11-29,MEA,Orbit Plan,74.34,8,0.77
700,2025-08-17,NA,Nova Add-on,149.18,11,0.96
701,2025-03-27,APAC,Nova Add-on,189.44,2,0.16
702,2025-04-27,APAC,Orbit Plan,199.88,5,0.61
703,2025-07-22,APAC,Legacy,301.59,9,0.97
704,2025-07-31,EU,Orbit Plan,33.91,12,0.23
705,2025-05-09,NA,Orbit Plan,192.46,8,0.55
706,2025-01-14,LATAM,Nova Add-on,120.4,2,0.26
707,2025-03-21,NA,Pulse API,269.83,5,0.44
708,2025-03-06,EU,Nova Add-on,144.27,1,0.66
709,2025-06-16,LATAM,Nova Add-on,171.97,3,0.97
710,2025-12-24,MEA,Orbit Plan,28.48,11,0.75
711,2025-10-16,LATAM,Nova Add-on,88.8,9,0.23
712,2025-02-15,LATAM,Orbit Plan,84.52,3,0.3
713,2025-01-01,MEA,Pulse API,82.98,1,0.69
714,2025-09-09,LATAM,Orbit Plan,81.14,5,0.6
715,2025-01-04,MEA,Orbit Plan,43.29,3,0.71
716,2025-11-27,LATAM,Pulse API,136.0,2,0.42
717,2025-05-03,MEA,Pulse API,107.55,5,0.65
718,2025-09-30,APAC,Nova Add-on,171.44,3,0.14
719,2025-02-26,LATAM,Nova Add-on,102.55,1,0.15
720,2025-10-01,NA,Orbit Plan,326.48,5,0.13
721,2025-08-13,NA,Orbit Plan,272.48,5,0.79
722,2025-09-13,APAC,Nova Add-on,346.15,6,0.08
723,2026-01-20,EU,Orbit Plan,183.89,4,0.9
724,2025-05-09,LATAM,Pulse API,95.37,12,0.25
725,2026-01-30,LATAM,Orbit Plan,135.65,2,0.52
726,2025-04-17,LATAM,Nova Add-on,109.12,6,0.16
727,2026-01-08,NA,Pulse API,182.59,5,0.2
728,2025-01-27,EU,Legacy,170.14,7,0.32
729,2025-03-27,APAC,Nova Add-on,206.12,10,0.78
730,2025-09-01,MEA,Orbit Plan,81.13,4,0.16
731,2025-02-16,MEA,Orbit Plan,110.62,6,0.64
732,2025-12-26,MEA,Pulse API,62.16,4,0.32
733,2025-10-13,APAC,Pulse API,204.78,6,0.72
734,2025-05-09,NA,Nova Add-on,238.94,5,0.54
735,2025-09-08,EU,Nova Add-on,126.36,10,0.91
736,2025-10-11,EU,Orbit Plan,164.92,5,0.82
737,2025-10-05,APAC,Nova Add-on,277.52,1,0.62
738,2025-07-06,MEA,Orbit Plan,41.29,11,0.97
739,2025-07-18,EU,Nova Add-on,100.23,6,0.41
740,2025-06-14,NA,Orbit Plan,221.5,1,0.84
741,2025-03-08,EU,Legacy,201.54,10,0.64
742,2025-07-18,LATAM,Nova Add-on,152.38,5,0.05
743,2025-04-24,MEA,Pulse API,125.02,2,0.47
744,2025-11-24,NA,Orbit Plan,234.25,7,0.82
745,2025-12-29,NA,Pulse API,217.8,5,0.08
746,2025-04-21,MEA,Orbit Plan,77.02,9,0.39
747,2025-04-09,MEA,Pulse API,16.19,9,0.42
748,2025-02-24,MEA,Orbit Plan,44.67,11,0.43
749,2025-02-23,EU,Pulse API,108.97,9,1.0
750,2025-08-15,APAC,Legacy,226.69,6,0.84
751,2025-07-31,LATAM,Pulse API,97.28,7,0.77
752,2026-01-17,APAC,Orbit Plan,320.47,7,0.0
753,2025-01-18,APAC,Nova Add-on,5,5,0.98
754,2025-04-20,APAC,Orbit Plan,228.15,12,0.82
755,2025-10-11,MEA,Nova Add-on,82.69,6,0.16
756,2025-05-16,APAC,Legacy,236.32,5,0.81
757,2025-02-17,MEA,Nova Add-on,104.69,8,0.17
758,2025-12-20,MEA,Pulse API,50.32,11,0.3
759,2026-01-10,MEA,Nova Add-on,80.41,7,0.42
760,2025-03-03,EU,Pulse API,40.28,1,0.63
761,2025-11-20,LATAM,Orbit Plan,76.63,6,0.5
762,2025-04-24,EU,Orbit Plan,171.57,7,0.97
763,2026-01-21,MEA,Nova Add-on,91.99,3,0.13
764,2025-02-12,LATAM,Nova Add-on,131.96,7,0.26
765,2025-07-24,MEA,Nova Add-on,56.64,4,0.49
766,2025-11-30,MEA,Orbit Plan,30.69,12,0.52
767,2025-05-05,NA,Orbit Plan,114.12,2,0.67
768,2025-08-05,APAC,Orbit Plan,318.82,10,0.66
769,2026-01-30,APAC,Orbit Plan,160.93,10,0.15
770,2025-01-23,EU,Orbit Plan,274.75,12,0.85
771,2025-02-27,NA,Orbit Plan,188.46,5,0.01
772,2025-12-22,NA,Orbit Plan,190.0,6,0.21
773,2025-10-03,EU,Orbit Plan,131.78,12,0.99
774,2025-12-22,NA,Orbit Plan,211.32,9,0.04
775,2025-03-29,NA,Orbit Plan,246.04,11,0.95
776,2025-02-04,LATAM,Pulse API,58.2,11,0.36
777,2025-02-25,NA,Orbit Plan,276.59,9,0.98
778,2025-02-20,APAC,Nova Add-on,199.84,2,0.19
779,2025-09-14,LATAM,Nova Add-on,107.44,5,0.33
780,2025-07-21,EU,Orbit Plan,162.55,6,0.63
781,2025-05-01,MEA,Orbit Plan,87.5,1,0.94
782,2025-05-24,EU,Orbit Plan,198.47,11,0.14
783,2026-01-09,LATAM,Nova Add-on,75.83,7,0.24
784,2025-03-20,LATAM,Legacy,39.69,6,0.45
785,2025-03-09,EU,Pulse API,96.5,3,0.31
786,2025-12-28,MEA,Legacy,51.87,3,0.66
787,2025-10-17,EU,Orbit Plan,36.36,6,0.84
788,2025-03-16,NA,Pulse API,153.86,7,0.96
789,2025-06-05,LATAM,Pulse API,133.86,3,0.78
790,2025-02-24,EU,Orbit Plan,99.28,10,0.62
791,2025-11-07,MEA,Nova Add-on,55.4,2,0.69
792,2025-09-02,EU,Nova Add-on,154.02,12,0.65
793,2025-04-05,LATAM,Nova Add-on,126.39,1,0.93
794,2025-07-31,EU,Pulse API,211.4,4,0.07
795,2025-08-13,MEA,Nova Add-on,57.71,7,0.78
796,2025-11-08,LATAM,Pulse API,147.95,12,0.57
797,2025-10-02,MEA,Pulse API,68.05,8,0.83
798,2025-01-22,EU,Nova Add-on,163.07,12,0.04
799,2025-07-18,MEA,Pulse API,85.46,5,0.77
800,2025-05-27,LATAM,Orbit Plan,104.18,1,0.69
801,2025-03-14,LATAM,Pulse API,51.16,10,0.94
802,2025-12-23,MEA,Orbit Plan,81.73,8,0.02
803,2025-08-21,MEA,Legacy,110.22,6,0.69
804,2025-12-31,EU,Pulse API,100.6,2,0.71
805,2025-11-21,APAC,Orbit Plan,221.12,10,0.95
806,2025-07-13,MEA,Nova Add-on,31.94,6,0.57
807,2025-12-04,EU,Orbit Plan,246.33,5,0.31
808,2026-01-29,LATAM,Orbit Plan,161.99,3,0.96
809,2025-01-02,MEA,Pulse API,98.66,1,0.61
810,2025-09-10,EU,Orbit Plan,185.66,8,0.41
811,2025-02-10,MEA,Nova Add-on,71.02,9,0.82
812,2025-04-17,NA,Orbit Plan,316.89,6,0.04
813,2025-01-17,MEA,Legacy,53.48,7,0.99
814,2025-03-24,APAC,Nova Add-on,455.31,10,0.57
815,2025-10-15,EU,Legacy,179.75,5,0.32
816,2025-07-14,NA,Pulse API,147.23,2,0.29
817,2025-03-10,NA,Pulse API,205.6,12,0.21
818,2025-01-30,NA,Nova Add-on,313.12,9,0.99
819,2025-09-05,MEA,Legacy,90.08,6,0.26
820,2025-10-22,MEA,Orbit Plan,68.26,10,0.5
821,2026-01-09,LATAM,Nova Add-on,132.51,4,0.0
822,2025-01-13,LATAM,Pulse API,157.75,4,0.8
823,2025-08-01,LATAM,Orbit Plan,69.14,11,0.2
824,2025-05-25,APAC,Pulse API,393.55,9,0.55
825,2026-01-28,NA,Orbit Plan,181.36,1,0.83
826,2025-04-10,APAC,Legacy,339.16,8,0.92
827,2025-01-19,EU,Nova Add-on,87.31,6,0.46
828,2025-07-31,NA,Legacy,103.54,12,0.68
829,2025-10-12,MEA,Orbit Plan,50.55,6,0.07
830,2025-03-18,APAC,Legacy,221.82,7,0.63
831,2025-03-26,MEA,Nova Add-on,74.68,5,0.71
832,2025-06-11,NA,Orbit Plan,255.45,4,0.37
833,2025-06-04,EU,Nova Add-on,207.69,4,0.91
834,2025-08-16,MEA,Orbit Plan,91.14,9,0.15
835,2025-06-24,LATAM,Pulse API,44.18,2,0.82
836,2025-09-22,EU,Orbit Plan,163.89,7,0.71
837,2025-09-25,NA,Orbit Plan,326.92,2,0.33
838,2025-01-24,NA,Nova Add-on,171.59,5,0.02
839,2026-01-24,APAC,Pulse API,275.2,9,0.32
840,2025-08-14,NA,Orbit Plan,269.89,2,0.02
841,2025-11-15,MEA,Nova Add-on,76.13,3,0.94
842,2025-05-26,MEA,Orbit Plan,91.91,10,0.89
843,2025-10-04,LATAM,Orbit Plan,191.84,7,0.05
844,2025-08-07,LATAM,Orbit Plan,125.08,10,0.63
845,2025-12-20,LATAM,Nova Add-on,82.85,11,0.81
846,2025-02-10,LATAM,Nova Add-on,175.61,12,0.47
847,2025-08-22,APAC,Pulse API,234.81,4,0.14
848,2025-11-12,APAC,Legacy,161.32,12,0.92
849,2025-06-19,APAC,Nova Add-on,361.49,8,0.85
850,2025-05-25,APAC,Nova Add-on,279.54,2,0.41
851,2026-01-01,NA,Orbit Plan,139.36,7,0.59
852,2025-05-03,MEA,Orbit Plan,34.94,8,0.38
853,2025-06-24,EU,Pulse API,87.19,6,0.54
854,2025-05-01,EU,Pulse API,120.31,12,0.57
855,2025-09-07,NA,Nova Add-on,124.65,3,0.31
856,2025-07-27,NA,Nova Add-on,242.63,10,0.77
857,2025-07-14,APAC,Nova Add-on,238.79,10,0.9
858,2025-11-22,NA,Pulse API,191.66,8,0.53
859,2025-07-19,MEA,Nova Add-on,82.41,10,0.79
860,2025-12-14,APAC,Legacy,389.71,12,0.98
861,2025-06-26,NA,Nova Add-on,149.64,5,0.06
862,2025-10-09,NA,Orbit Plan,160.68,6,0.11
863,2025-05-25,NA,Orbit Plan,197.2,7,0.41
864,2025-08-11,MEA,Orbit Plan,46.56,3,0.19
865,2025-07-16,APAC,Legacy,438.0,3,0.01
866,2025-11-28,NA,Orbit Plan,439.44,11,0.44
867,2025-03-11,NA,Orbit Plan,272.59,12,0.6
868,2025-08-06,MEA,Orbit Plan,24.37,9,0.82
869,2025-07-16,APAC,Orbit Plan,250.1,12,0.24
870,2025-09-14,APAC,Nova Add-on,265.06,6,0.03
871,2025-01-20,MEA,Nova Add-on,48.11,2,0.14
872,2026-01-10,MEA,Legacy,93.73,5,0.46
873,2025-02-10,MEA,Legacy,93.54,11,0.08
874,2025-11-21,MEA,Pulse API,84.62,1,0.9
875,2025-10-01,NA,Nova Add-on,133.61,7,0.35
876,2025-05-31,APAC,Orbit Plan,251.86,10,0.75
877,2026-01-08,MEA,Orbit Plan,47.86,11,0.99
878,2026-01-13,MEA,Orbit Plan,46.63,3,0.51
879,2025-05-23,APAC,Orbit Plan,225.24,2,0.6
880,2025-10-30,EU,Pulse API,302.1,3,0.26
881,2025-12-25,EU,Nova Add-on,218.28,2,0.97
882,2025-11-01,EU,Legacy,60.6,7,0.77
883,2025-05-02,LATAM,Pulse API,135.11,1,0.64
884,2026-01-22,NA,Orbit Plan,307.76,8,0.3
885,2026-01-18,MEA,Orbit Plan,60.12,9,0.87
886,2025-01-07,APAC,Legacy,177.29,11,0.32
887,2025-09-29,NA,Orbit Plan,149.43,10,0.92
888,2025-05-20,APAC,Orbit Plan,243.39,5,0.65
889,2025-07-20,LATAM,Pulse API,109.64,4,0.52
890,2025-12-13,EU,Orbit Plan,77.43,1,0.83
891,2025-01-07,LATAM,Orbit Plan,143.23,5,0.25
892,2025-01-18,NA,Nova Add-on,270.83,10,0.66
893,2025-04-22,MEA,Pulse API,66.77,3,0.38
894,2026-01-27,MEA,Pulse API,58.04,2,0.7
895,2025-05-10,APAC,Nova Add-on,379.56,5,0.77
896,2025-12-21,APAC,Orbit Plan,209.31,5,0.78
897,2025-07-15,LATAM,Orbit Plan,199.33,8,0.07
898,2025-04-13,MEA,Nova Add-on,92.53,2,0.14
899,2026-01-29,LATAM,Orbit Plan,57.2,2,0.03
900,2025-02-06,MEA,Pulse API,27.61,1,0.9
901,2025-03-18,NA,Legacy,189.02,7,0.57
902,2025-09-21,LATAM,Nova Add-on,83.95,12,0.78
903,2025-02-05,MEA,Orbit Plan,41.99,2,0.57
904,2025-07-03,APAC,Pulse API,352.39,11,1.0
905,2025-11-28,NA,Orbit Plan,262.45,5,0.65
906,2025-04-01,MEA,Orbit Plan,52.21,4,0.3
907,2025-07-19,NA,Pulse API,199.45,12,0.19
908,2025-01-19,EU,Orbit Plan,200.52,4,0.49
909,2025-02-02,MEA,Pulse API,6.57,1,0.04
910,2025-01-29,APAC,Pulse API,260.47,2,0.21
911,2025-12-01,MEA,Nova Add-on,48.21,10,0.23
912,2025-02-06,NA,Pulse API,78.94,1,0.47
913,2025-11-13,NA,Orbit Plan,212.22,5,0.82
914,2025-02-19,LATAM,Nova Add-on,104.73,2,0.82
915,2025-02-24,NA,Nova Add-on,236.53,7,0.34
916,2026-01-13,LATAM,Orbit Plan,84.11,10,0.55
917,2025-06-14,EU,Pulse API,132.51,3,0.76
918,2025-03-28,APAC,Nova Add-on,214.58,10,0.04
919,2025-02-21,MEA,Orbit Plan,97.61,1,0.18
920,2025-02-15,MEA,Legacy,112.18,8,0.69
921,2025-04-16,EU,Pulse API,115.75,10,0.69
922,2025-11-02,EU,Pulse API,170.61,2,0.63
923,2026-02-05,APAC,Orbit Plan,326.68,9,0.98
924,2025-11-13,APAC,Legacy,261.92,9,0.22
925,2026-01-30,EU,Orbit Plan,218.94,8,0.5
926,2025-03-23,NA,Orbit Plan,348.92,4,0.43
927,2025-06-21,MEA,Pulse API,70.39,9,0.18
928,2025-01-15,LATAM,Nova Add-on,98.56,4,0.72
929,2025-10-31,MEA,Orbit Plan,81.65,2,0.33
930,2025-02-20,EU,Pulse API,269.83,7,0.89
931,2025-02-07,LATAM,Nova Add-on,148.82,10,0.45
932,2025-07-18,APAC,Orbit Plan,292.6,11,0.36
933,2025-05-19,EU,Orbit Plan,260.04,2,0.85
